Country,Population,Date,%Vac,%Death
Ireland,4982904,26/12/2021,77.31,0.8229
Ireland,4982904,27/12/2021,77.3217,0.8153
Ireland,4982904,28/12/2021,77.3364,0.8052
Ireland,4982904,29/12/2021,77.3618,0.7905
Ireland,4982904,30/12/2021,77.3851,0.7693
Ireland,4982904,31/12/2021,77.4185,0.7497
Ireland,4982904,01/01/2022,77.4204,0.7282
Ireland,4982904,02/01/2022,77.4328,0.7282
Ireland,4982904,03/01/2022,77.4472,0.6989
Ireland,4982904,04/01/2022,77.4623,0.6817
Ireland,4982904,05/01/2022,77.4795,0.6727
Ireland,4982904,06/01/2022,77.5124,0.655
Ireland,4982904,07/01/2022,77.5273,0.6396
Ireland,4982904,08/01/2022,77.5419,0.6221
Ireland,4982904,09/01/2022,77.5552,0.6085
Ireland,4982904,10/01/2022,77.5646,0.6085
Ireland,4982904,11/01/2022,77.591,0.5828
Ireland,4982904,12/01/2022,77.6083,0.5791
Ireland,4982904,13/01/2022,77.6236,0.5687
Ireland,4982904,14/01/2022,77.6395,0.5597
Ireland,4982904,15/01/2022,77.6522,0.5523
Ireland,4982904,16/01/2022,77.6765,0.5469
Ireland,4982904,17/01/2022,77.6873,0.5438
Ireland,4982904,18/01/2022,77.6956,0.541
Ireland,4982904,19/01/2022,77.7074,0.5423
Ireland,4982904,20/01/2022,77.7256,0.5397
Ireland,4982904,21/01/2022,77.7446,0.5365
Ireland,4982904,22/01/2022,77.7572,0.5334
Ireland,4982904,23/01/2022,77.7708,0.5312
Ireland,4982904,24/01/2022,77.7798,0.5295
Ireland,4982904,25/01/2022,77.8163,0.5276
Ireland,4982904,26/01/2022,77.8339,0.5293
Ireland,4982904,27/01/2022,77.857,0.5269
Ireland,4982904,28/01/2022,77.9186,0.5246
Ireland,4982904,29/01/2022,77.9876,0.5246
Ireland,4982904,30/01/2022,78.1388,0.5246
Ireland,4982904,31/01/2022,78.1663,0.5187
Ireland,4982904,01/02/2022,78.2346,0.5168
Ireland,4982904,02/02/2022,78.2943,0.522
Ireland,4982904,03/02/2022,78.3427,0.5193
Ireland,4982904,04/02/2022,78.4729,0.5165
Ireland,4982904,05/02/2022,78.5882,0.5165
Ireland,4982904,06/02/2022,78.7398,0.5165
Ireland,4982904,07/02/2022,78.7666,0.51
Ireland,4982904,08/02/2022,78.7909,0.5085
Ireland,4982904,09/02/2022,78.8259,0.5112
Ireland,4982904,10/02/2022,78.8766,0.5089
Ireland,4982904,11/02/2022,78.9748,0.5062
Ireland,4982904,12/02/2022,79.0843,0.5062
Ireland,4982904,13/02/2022,79.1787,0.5062
Ireland,4982904,14/02/2022,79.1975,0.501
Ireland,4982904,15/02/2022,79.2134,0.5112
Ireland,4982904,16/02/2022,79.2488,0.5098
Ireland,4982904,17/02/2022,79.2718,0.508
Ireland,4982904,18/02/2022,79.3369,0.5072
Ireland,4982904,19/02/2022,79.4077,0.5072
Ireland,4982904,20/02/2022,79.4796,0.5072
Ireland,4982904,21/02/2022,79.4992,0.5046
Ireland,4982904,22/02/2022,79.5181,0.504
Ireland,4982904,23/02/2022,79.5427,0.503
Ireland,4982904,24/02/2022,79.5661,0.5024
