"date_","continent","location","population","new_people_vaccinated_smoothed","cumsum_vac"
"2022-01-12","North America","Antigua and Barbuda",98728,48,65216.0
"2022-01-13","North America","Antigua and Barbuda",98728,55,65271.0
"2022-01-14","North America","Antigua and Barbuda",98728,52,65323.0
"2022-01-15","North America","Antigua and Barbuda",98728,49,65372.0
"2022-01-16","North America","Antigua and Barbuda",98728,46,65418.0
"2022-01-17","North America","Antigua and Barbuda",98728,43,65461.0
"2022-01-18","North America","Antigua and Barbuda",98728,41,65502.0
"2022-01-19","North America","Antigua and Barbuda",98728,38,65540.0
"2022-01-20","North America","Antigua and Barbuda",98728,35,65575.0
"2022-01-21","North America","Antigua and Barbuda",98728,35,65610.0
"2022-01-22","North America","Antigua and Barbuda",98728,35,65645.0
"2022-01-23","North America","Antigua and Barbuda",98728,35,65680.0
"2022-01-24","North America","Antigua and Barbuda",98728,35,65715.0
"2022-01-25","North America","Antigua and Barbuda",98728,35,65750.0
"2022-01-26","North America","Antigua and Barbuda",98728,35,65785.0
"2022-01-27","North America","Antigua and Barbuda",98728,31,65816.0
"2022-01-28","North America","Antigua and Barbuda",98728,26,65842.0
"2022-01-29","North America","Antigua and Barbuda",98728,22,65864.0
"2022-01-30","North America","Antigua and Barbuda",98728,18,65882.0
"2022-01-31","North America","Antigua and Barbuda",98728,13,65895.0
"2022-02-01","North America","Antigua and Barbuda",98728,9,65904.0
"2022-02-02","North America","Antigua and Barbuda",98728,5,65909.0
"2022-02-03","North America","Antigua and Barbuda",98728,5,65914.0
"2022-02-04","North America","Antigua and Barbuda",98728,5,65919.0
"2022-02-05","North America","Antigua and Barbuda",98728,5,65924.0
"2022-02-06","North America","Antigua and Barbuda",98728,7,65931.0
"2022-02-07","North America","Antigua and Barbuda",98728,9,65940.0
"2022-02-08","North America","Antigua and Barbuda",98728,12,65952.0
"2022-02-09","North America","Antigua and Barbuda",98728,14,65966.0
"2022-02-10","North America","Antigua and Barbuda",98728,16,65982.0
"2022-02-11","North America","Antigua and Barbuda",98728,18,66000.0
"2022-02-12","North America","Antigua and Barbuda",98728,21,66021.0
"2022-02-13","North America","Antigua and Barbuda",98728,21,66042.0
"2022-02-14","North America","Antigua and Barbuda",98728,21,66063.0
"2022-02-15","North America","Antigua and Barbuda",98728,21,66084.0
"2022-02-16","North America","Antigua and Barbuda",98728,21,66105.0
"2022-02-17","North America","Antigua and Barbuda",98728,21,66126.0
"2022-02-18","North America","Antigua and Barbuda",98728,0,66126.0
"2022-02-19","North America","Antigua and Barbuda",98728,0,66126.0
"2022-02-20","North America","Antigua and Barbuda",98728,0,66126.0
"2022-02-21","North America","Antigua and Barbuda",98728,0,66126.0
"2022-02-22","North America","Antigua and Barbuda",98728,0,66126.0
"2022-02-23","North America","Antigua and Barbuda",98728,0,66126.0
"2022-02-24","North America","Antigua and Barbuda",98728,0,66126.0
"2022-02-25","North America","Antigua and Barbuda",98728,0,66126.0
"2022-02-26","North America","Antigua and Barbuda",98728,0,66126.0
"2020-01-01","South America","Argentina",45605823,0,0.0
"2020-01-02","South America","Argentina",45605823,0,0.0
"2020-01-03","South America","Argentina",45605823,0,0.0
"2020-01-04","South America","Argentina",45605823,0,0.0
"2020-01-05","South America","Argentina",45605823,0,0.0
"2020-01-06","South America","Argentina",45605823,0,0.0
"2020-01-07","South America","Argentina",45605823,0,0.0
"2020-01-08","South America","Argentina",45605823,0,0.0
"2020-01-09","South America","Argentina",45605823,0,0.0
"2020-01-10","South America","Argentina",45605823,0,0.0
"2020-01-11","South America","Argentina",45605823,0,0.0
"2020-01-12","South America","Argentina",45605823,0,0.0
"2020-01-13","South America","Argentina",45605823,0,0.0
"2020-01-14","South America","Argentina",45605823,0,0.0
"2020-01-15","South America","Argentina",45605823,0,0.0
"2020-01-16","South America","Argentina",45605823,0,0.0
"2020-01-17","South America","Argentina",45605823,0,0.0
"2020-01-18","South America","Argentina",45605823,0,0.0
"2020-01-19","South America","Argentina",45605823,0,0.0
"2020-01-20","South America","Argentina",45605823,0,0.0
"2020-01-21","South America","Argentina",45605823,0,0.0
"2020-01-22","South America","Argentina",45605823,0,0.0
"2020-01-23","South America","Argentina",45605823,0,0.0
"2020-01-24","South America","Argentina",45605823,0,0.0
"2020-01-25","South America","Argentina",45605823,0,0.0
"2020-01-26","South America","Argentina",45605823,0,0.0
"2020-01-27","South America","Argentina",45605823,0,0.0
"2020-01-28","South America","Argentina",45605823,0,0.0
"2020-01-29","South America","Argentina",45605823,0,0.0
"2020-01-30","South America","Argentina",45605823,0,0.0
"2020-01-31","South America","Argentina",45605823,0,0.0
"2020-02-01","South America","Argentina",45605823,0,0.0
"2020-02-02","South America","Argentina",45605823,0,0.0
"2020-02-03","South America","Argentina",45605823,0,0.0
"2020-02-04","South America","Argentina",45605823,0,0.0
"2020-02-05","South America","Argentina",45605823,0,0.0
"2020-02-06","South America","Argentina",45605823,0,0.0
"2020-02-07","South America","Argentina",45605823,0,0.0
"2020-02-08","South America","Argentina",45605823,0,0.0
"2020-02-09","South America","Argentina",45605823,0,0.0
"2020-02-10","South America","Argentina",45605823,0,0.0
"2020-02-11","South America","Argentina",45605823,0,0.0
"2020-02-12","South America","Argentina",45605823,0,0.0
"2020-02-13","South America","Argentina",45605823,0,0.0
"2020-02-14","South America","Argentina",45605823,0,0.0
"2020-02-15","South America","Argentina",45605823,0,0.0
"2020-02-16","South America","Argentina",45605823,0,0.0
"2020-02-17","South America","Argentina",45605823,0,0.0
"2020-02-18","South America","Argentina",45605823,0,0.0
"2020-02-19","South America","Argentina",45605823,0,0.0
"2020-02-20","South America","Argentina",45605823,0,0.0
"2020-02-21","South America","Argentina",45605823,0,0.0
"2020-02-22","South America","Argentina",45605823,0,0.0
"2020-02-23","South America","Argentina",45605823,0,0.0
"2020-02-24","South America","Argentina",45605823,0,0.0
"2020-02-25","South America","Argentina",45605823,0,0.0
"2020-02-26","South America","Argentina",45605823,0,0.0
"2020-02-27","South America","Argentina",45605823,0,0.0
"2020-02-28","South America","Argentina",45605823,0,0.0
"2020-02-29","South America","Argentina",45605823,0,0.0
"2020-03-01","South America","Argentina",45605823,0,0.0
"2020-03-02","South America","Argentina",45605823,0,0.0
"2020-03-03","South America","Argentina",45605823,0,0.0
"2020-03-04","South America","Argentina",45605823,0,0.0
"2020-03-05","South America","Argentina",45605823,0,0.0
"2020-03-06","South America","Argentina",45605823,0,0.0
"2020-03-07","South America","Argentina",45605823,0,0.0
"2020-03-08","South America","Argentina",45605823,0,0.0
"2020-03-09","South America","Argentina",45605823,0,0.0
"2020-03-10","South America","Argentina",45605823,0,0.0
"2020-03-11","South America","Argentina",45605823,0,0.0
"2020-03-12","South America","Argentina",45605823,0,0.0
"2020-03-13","South America","Argentina",45605823,0,0.0
"2020-03-14","South America","Argentina",45605823,0,0.0
"2020-03-15","South America","Argentina",45605823,0,0.0
"2020-03-16","South America","Argentina",45605823,0,0.0
"2020-03-17","South America","Argentina",45605823,0,0.0
"2020-03-18","South America","Argentina",45605823,0,0.0
"2020-03-19","South America","Argentina",45605823,0,0.0
"2020-03-20","South America","Argentina",45605823,0,0.0
"2020-03-21","South America","Argentina",45605823,0,0.0
"2020-03-22","South America","Argentina",45605823,0,0.0
"2020-03-23","South America","Argentina",45605823,0,0.0
"2020-03-24","South America","Argentina",45605823,0,0.0
"2020-03-25","South America","Argentina",45605823,0,0.0
"2020-03-26","South America","Argentina",45605823,0,0.0
"2020-03-27","South America","Argentina",45605823,0,0.0
"2020-03-28","South America","Argentina",45605823,0,0.0
"2020-03-29","South America","Argentina",45605823,0,0.0
"2020-03-30","South America","Argentina",45605823,0,0.0
"2020-03-31","South America","Argentina",45605823,0,0.0
"2020-04-01","South America","Argentina",45605823,0,0.0
"2020-04-02","South America","Argentina",45605823,0,0.0
"2020-04-03","South America","Argentina",45605823,0,0.0
"2020-04-04","South America","Argentina",45605823,0,0.0
"2020-04-05","South America","Argentina",45605823,0,0.0
"2020-04-06","South America","Argentina",45605823,0,0.0
"2020-04-07","South America","Argentina",45605823,0,0.0
"2020-04-08","South America","Argentina",45605823,0,0.0
"2020-04-09","South America","Argentina",45605823,0,0.0
"2020-04-10","South America","Argentina",45605823,0,0.0
"2020-04-11","South America","Argentina",45605823,0,0.0
"2020-04-12","South America","Argentina",45605823,0,0.0
"2020-04-13","South America","Argentina",45605823,0,0.0
"2020-04-14","South America","Argentina",45605823,0,0.0
"2020-04-15","South America","Argentina",45605823,0,0.0
"2020-04-16","South America","Argentina",45605823,0,0.0
"2020-04-17","South America","Argentina",45605823,0,0.0
"2020-04-18","South America","Argentina",45605823,0,0.0
"2020-04-19","South America","Argentina",45605823,0,0.0
"2020-04-20","South America","Argentina",45605823,0,0.0
"2020-04-21","South America","Argentina",45605823,0,0.0
"2020-04-22","South America","Argentina",45605823,0,0.0
"2020-04-23","South America","Argentina",45605823,0,0.0
"2020-04-24","South America","Argentina",45605823,0,0.0
"2020-04-25","South America","Argentina",45605823,0,0.0
"2020-04-26","South America","Argentina",45605823,0,0.0
"2020-04-27","South America","Argentina",45605823,0,0.0
"2020-04-28","South America","Argentina",45605823,0,0.0
"2020-04-29","South America","Argentina",45605823,0,0.0
"2020-04-30","South America","Argentina",45605823,0,0.0
"2020-05-01","South America","Argentina",45605823,0,0.0
"2020-05-02","South America","Argentina",45605823,0,0.0
"2020-05-03","South America","Argentina",45605823,0,0.0
"2020-05-04","South America","Argentina",45605823,0,0.0
"2020-05-05","South America","Argentina",45605823,0,0.0
"2020-05-06","South America","Argentina",45605823,0,0.0
"2020-05-07","South America","Argentina",45605823,0,0.0
"2020-05-08","South America","Argentina",45605823,0,0.0
"2020-05-09","South America","Argentina",45605823,0,0.0
"2020-05-10","South America","Argentina",45605823,0,0.0
"2020-05-11","South America","Argentina",45605823,0,0.0
"2020-05-12","South America","Argentina",45605823,0,0.0
"2020-05-13","South America","Argentina",45605823,0,0.0
"2020-05-14","South America","Argentina",45605823,0,0.0
"2020-05-15","South America","Argentina",45605823,0,0.0
"2020-05-16","South America","Argentina",45605823,0,0.0
"2020-05-17","South America","Argentina",45605823,0,0.0
"2020-05-18","South America","Argentina",45605823,0,0.0
"2020-05-19","South America","Argentina",45605823,0,0.0
"2020-05-20","South America","Argentina",45605823,0,0.0
"2020-05-21","South America","Argentina",45605823,0,0.0
"2020-05-22","South America","Argentina",45605823,0,0.0
"2020-05-23","South America","Argentina",45605823,0,0.0
"2020-05-24","South America","Argentina",45605823,0,0.0
"2020-05-25","South America","Argentina",45605823,0,0.0
"2020-05-26","South America","Argentina",45605823,0,0.0
"2020-05-27","South America","Argentina",45605823,0,0.0
"2020-05-28","South America","Argentina",45605823,0,0.0
"2020-05-29","South America","Argentina",45605823,0,0.0
"2020-05-30","South America","Argentina",45605823,0,0.0
"2020-05-31","South America","Argentina",45605823,0,0.0
"2020-06-01","South America","Argentina",45605823,0,0.0
"2020-06-02","South America","Argentina",45605823,0,0.0
"2020-06-03","South America","Argentina",45605823,0,0.0
"2020-06-04","South America","Argentina",45605823,0,0.0
"2020-06-05","South America","Argentina",45605823,0,0.0
"2020-06-06","South America","Argentina",45605823,0,0.0
"2020-06-07","South America","Argentina",45605823,0,0.0
"2020-06-08","South America","Argentina",45605823,0,0.0
"2020-06-09","South America","Argentina",45605823,0,0.0
"2020-06-10","South America","Argentina",45605823,0,0.0
"2020-06-11","South America","Argentina",45605823,0,0.0
"2020-06-12","South America","Argentina",45605823,0,0.0
"2020-06-13","South America","Argentina",45605823,0,0.0
"2020-06-14","South America","Argentina",45605823,0,0.0
"2020-06-15","South America","Argentina",45605823,0,0.0
"2020-06-16","South America","Argentina",45605823,0,0.0
"2020-06-17","South America","Argentina",45605823,0,0.0
"2020-06-18","South America","Argentina",45605823,0,0.0
"2020-06-19","South America","Argentina",45605823,0,0.0
"2020-06-20","South America","Argentina",45605823,0,0.0
"2020-06-21","South America","Argentina",45605823,0,0.0
"2020-06-22","South America","Argentina",45605823,0,0.0
"2020-06-23","South America","Argentina",45605823,0,0.0
"2020-06-24","South America","Argentina",45605823,0,0.0
"2020-06-25","South America","Argentina",45605823,0,0.0
"2020-06-26","South America","Argentina",45605823,0,0.0
"2020-06-27","South America","Argentina",45605823,0,0.0
"2020-06-28","South America","Argentina",45605823,0,0.0
"2020-06-29","South America","Argentina",45605823,0,0.0
"2020-06-30","South America","Argentina",45605823,0,0.0
"2020-07-01","South America","Argentina",45605823,0,0.0
"2020-07-02","South America","Argentina",45605823,0,0.0
"2020-07-03","South America","Argentina",45605823,0,0.0
"2020-07-04","South America","Argentina",45605823,0,0.0
"2020-07-05","South America","Argentina",45605823,0,0.0
"2020-07-06","South America","Argentina",45605823,0,0.0
"2020-07-07","South America","Argentina",45605823,0,0.0
"2020-07-08","South America","Argentina",45605823,0,0.0
"2020-07-09","South America","Argentina",45605823,0,0.0
"2020-07-10","South America","Argentina",45605823,0,0.0
"2020-07-11","South America","Argentina",45605823,0,0.0
"2020-07-12","South America","Argentina",45605823,0,0.0
"2020-07-13","South America","Argentina",45605823,0,0.0
"2020-07-14","South America","Argentina",45605823,0,0.0
"2020-07-15","South America","Argentina",45605823,0,0.0
"2020-07-16","South America","Argentina",45605823,0,0.0
"2020-07-17","South America","Argentina",45605823,0,0.0
"2020-07-18","South America","Argentina",45605823,0,0.0
"2020-07-19","South America","Argentina",45605823,0,0.0
"2020-07-20","South America","Argentina",45605823,0,0.0
"2020-07-21","South America","Argentina",45605823,0,0.0
"2020-07-22","South America","Argentina",45605823,0,0.0
"2020-07-23","South America","Argentina",45605823,0,0.0
"2020-07-24","South America","Argentina",45605823,0,0.0
"2020-07-25","South America","Argentina",45605823,0,0.0
"2020-07-26","South America","Argentina",45605823,0,0.0
"2020-07-27","South America","Argentina",45605823,0,0.0
"2020-07-28","South America","Argentina",45605823,0,0.0
"2020-07-29","South America","Argentina",45605823,0,0.0
"2020-07-30","South America","Argentina",45605823,0,0.0
"2020-07-31","South America","Argentina",45605823,0,0.0
"2020-08-01","South America","Argentina",45605823,0,0.0
"2020-08-02","South America","Argentina",45605823,0,0.0
"2020-08-03","South America","Argentina",45605823,0,0.0
"2020-08-04","South America","Argentina",45605823,0,0.0
"2020-08-05","South America","Argentina",45605823,0,0.0
"2020-08-06","South America","Argentina",45605823,0,0.0
"2020-08-07","South America","Argentina",45605823,0,0.0
"2020-08-08","South America","Argentina",45605823,0,0.0
"2020-08-09","South America","Argentina",45605823,0,0.0
"2020-08-10","South America","Argentina",45605823,0,0.0
"2020-08-11","South America","Argentina",45605823,0,0.0
"2020-08-12","South America","Argentina",45605823,0,0.0
"2020-08-13","South America","Argentina",45605823,0,0.0
"2020-08-14","South America","Argentina",45605823,0,0.0
"2020-08-15","South America","Argentina",45605823,0,0.0
"2020-08-16","South America","Argentina",45605823,0,0.0
"2020-08-17","South America","Argentina",45605823,0,0.0
"2020-08-18","South America","Argentina",45605823,0,0.0
"2020-08-19","South America","Argentina",45605823,0,0.0
"2020-08-20","South America","Argentina",45605823,0,0.0
"2020-08-21","South America","Argentina",45605823,0,0.0
"2020-08-22","South America","Argentina",45605823,0,0.0
"2020-08-23","South America","Argentina",45605823,0,0.0
"2020-08-24","South America","Argentina",45605823,0,0.0
"2020-08-25","South America","Argentina",45605823,0,0.0
"2020-08-26","South America","Argentina",45605823,0,0.0
"2020-08-27","South America","Argentina",45605823,0,0.0
"2020-08-28","South America","Argentina",45605823,0,0.0
"2020-08-29","South America","Argentina",45605823,0,0.0
"2020-08-30","South America","Argentina",45605823,0,0.0
"2020-08-31","South America","Argentina",45605823,0,0.0
"2020-09-01","South America","Argentina",45605823,0,0.0
"2020-09-02","South America","Argentina",45605823,0,0.0
"2020-09-03","South America","Argentina",45605823,0,0.0
"2020-09-04","South America","Argentina",45605823,0,0.0
"2020-09-05","South America","Argentina",45605823,0,0.0
"2020-09-06","South America","Argentina",45605823,0,0.0
"2020-09-07","South America","Argentina",45605823,0,0.0
"2020-09-08","South America","Argentina",45605823,0,0.0
"2020-09-09","South America","Argentina",45605823,0,0.0
"2020-09-10","South America","Argentina",45605823,0,0.0
"2020-09-11","South America","Argentina",45605823,0,0.0
"2020-09-12","South America","Argentina",45605823,0,0.0
"2020-09-13","South America","Argentina",45605823,0,0.0
"2020-09-14","South America","Argentina",45605823,0,0.0
"2020-09-15","South America","Argentina",45605823,0,0.0
"2020-09-16","South America","Argentina",45605823,0,0.0
"2020-09-17","South America","Argentina",45605823,0,0.0
"2020-09-18","South America","Argentina",45605823,0,0.0
"2020-09-19","South America","Argentina",45605823,0,0.0
"2020-09-20","South America","Argentina",45605823,0,0.0
"2020-09-21","South America","Argentina",45605823,0,0.0
"2020-09-22","South America","Argentina",45605823,0,0.0
"2020-09-23","South America","Argentina",45605823,0,0.0
"2020-09-24","South America","Argentina",45605823,0,0.0
"2020-09-25","South America","Argentina",45605823,0,0.0
"2020-09-26","South America","Argentina",45605823,0,0.0
"2020-09-27","South America","Argentina",45605823,0,0.0
"2020-09-28","South America","Argentina",45605823,0,0.0
"2020-09-29","South America","Argentina",45605823,0,0.0
"2020-09-30","South America","Argentina",45605823,0,0.0
"2020-10-01","South America","Argentina",45605823,0,0.0
"2020-10-02","South America","Argentina",45605823,0,0.0
"2020-10-03","South America","Argentina",45605823,0,0.0
"2020-10-04","South America","Argentina",45605823,0,0.0
"2020-10-05","South America","Argentina",45605823,0,0.0
"2020-10-06","South America","Argentina",45605823,0,0.0
"2020-10-07","South America","Argentina",45605823,0,0.0
"2020-10-08","South America","Argentina",45605823,0,0.0
"2020-10-09","South America","Argentina",45605823,0,0.0
"2020-10-10","South America","Argentina",45605823,0,0.0
"2020-10-11","South America","Argentina",45605823,0,0.0
"2020-10-12","South America","Argentina",45605823,0,0.0
"2020-10-13","South America","Argentina",45605823,0,0.0
"2020-10-14","South America","Argentina",45605823,0,0.0
"2020-10-15","South America","Argentina",45605823,0,0.0
"2020-10-16","South America","Argentina",45605823,0,0.0
"2020-10-17","South America","Argentina",45605823,0,0.0
"2020-10-18","South America","Argentina",45605823,0,0.0
"2020-10-19","South America","Argentina",45605823,0,0.0
"2020-10-20","South America","Argentina",45605823,0,0.0
"2020-10-21","South America","Argentina",45605823,0,0.0
"2020-10-22","South America","Argentina",45605823,0,0.0
"2020-10-23","South America","Argentina",45605823,0,0.0
"2020-10-24","South America","Argentina",45605823,0,0.0
"2020-10-25","South America","Argentina",45605823,0,0.0
"2020-10-26","South America","Argentina",45605823,0,0.0
"2020-10-27","South America","Argentina",45605823,0,0.0
"2020-10-28","South America","Argentina",45605823,0,0.0
"2020-10-29","South America","Argentina",45605823,0,0.0
"2020-10-30","South America","Argentina",45605823,0,0.0
"2020-10-31","South America","Argentina",45605823,0,0.0
"2020-11-01","South America","Argentina",45605823,0,0.0
"2020-11-02","South America","Argentina",45605823,0,0.0
"2020-11-03","South America","Argentina",45605823,0,0.0
"2020-11-04","South America","Argentina",45605823,0,0.0
"2020-11-05","South America","Argentina",45605823,0,0.0
"2020-11-06","South America","Argentina",45605823,0,0.0
"2020-11-07","South America","Argentina",45605823,0,0.0
"2020-11-08","South America","Argentina",45605823,0,0.0
"2020-11-09","South America","Argentina",45605823,0,0.0
"2020-11-10","South America","Argentina",45605823,0,0.0
"2020-11-11","South America","Argentina",45605823,0,0.0
"2020-11-12","South America","Argentina",45605823,0,0.0
"2020-11-13","South America","Argentina",45605823,0,0.0
"2020-11-14","South America","Argentina",45605823,0,0.0
"2020-11-15","South America","Argentina",45605823,0,0.0
"2020-11-16","South America","Argentina",45605823,0,0.0
"2020-11-17","South America","Argentina",45605823,0,0.0
"2020-11-18","South America","Argentina",45605823,0,0.0
"2020-11-19","South America","Argentina",45605823,0,0.0
"2020-11-20","South America","Argentina",45605823,0,0.0
"2020-11-21","South America","Argentina",45605823,0,0.0
"2020-11-22","South America","Argentina",45605823,0,0.0
"2020-11-23","South America","Argentina",45605823,0,0.0
"2020-11-24","South America","Argentina",45605823,0,0.0
"2020-11-25","South America","Argentina",45605823,0,0.0
"2020-11-26","South America","Argentina",45605823,0,0.0
"2020-11-27","South America","Argentina",45605823,0,0.0
"2020-11-28","South America","Argentina",45605823,0,0.0
"2020-11-29","South America","Argentina",45605823,0,0.0
"2020-11-30","South America","Argentina",45605823,0,0.0
"2020-12-01","South America","Argentina",45605823,0,0.0
"2020-12-02","South America","Argentina",45605823,0,0.0
"2020-12-03","South America","Argentina",45605823,0,0.0
"2020-12-04","South America","Argentina",45605823,0,0.0
"2020-12-05","South America","Argentina",45605823,0,0.0
"2020-12-06","South America","Argentina",45605823,0,0.0
"2020-12-07","South America","Argentina",45605823,0,0.0
"2020-12-08","South America","Argentina",45605823,0,0.0
"2020-12-09","South America","Argentina",45605823,0,0.0
"2020-12-10","South America","Argentina",45605823,0,0.0
"2020-12-11","South America","Argentina",45605823,0,0.0
"2020-12-12","South America","Argentina",45605823,0,0.0
"2020-12-13","South America","Argentina",45605823,0,0.0
"2020-12-14","South America","Argentina",45605823,0,0.0
"2020-12-15","South America","Argentina",45605823,0,0.0
"2020-12-16","South America","Argentina",45605823,0,0.0
"2020-12-17","South America","Argentina",45605823,0,0.0
"2020-12-18","South America","Argentina",45605823,0,0.0
"2020-12-19","South America","Argentina",45605823,0,0.0
"2020-12-20","South America","Argentina",45605823,0,0.0
"2020-12-21","South America","Argentina",45605823,0,0.0
"2020-12-22","South America","Argentina",45605823,0,0.0
"2020-12-23","South America","Argentina",45605823,0,0.0
"2020-12-24","South America","Argentina",45605823,0,0.0
"2020-12-25","South America","Argentina",45605823,0,0.0
"2020-12-26","South America","Argentina",45605823,0,0.0
"2020-12-27","South America","Argentina",45605823,0,0.0
"2020-12-28","South America","Argentina",45605823,0,0.0
"2020-12-29","South America","Argentina",45605823,0,0.0
"2020-12-30","South America","Argentina",45605823,0,0.0
"2020-12-31","South America","Argentina",45605823,0,0.0
"2021-01-01","South America","Argentina",45605823,0,0.0
"2021-01-02","South America","Argentina",45605823,0,0.0
"2021-01-03","South America","Argentina",45605823,0,0.0
"2021-01-04","South America","Argentina",45605823,0,0.0
"2021-01-05","South America","Argentina",45605823,0,0.0
"2021-01-06","South America","Argentina",45605823,0,0.0
"2021-01-07","South America","Argentina",45605823,0,0.0
"2021-01-08","South America","Argentina",45605823,0,0.0
"2021-01-09","South America","Argentina",45605823,0,0.0
"2021-01-10","South America","Argentina",45605823,0,0.0
"2021-01-11","South America","Argentina",45605823,0,0.0
"2021-01-12","South America","Argentina",45605823,0,0.0
"2021-01-13","South America","Argentina",45605823,0,0.0
"2021-01-14","South America","Argentina",45605823,0,0.0
"2021-01-15","South America","Argentina",45605823,0,0.0
"2021-01-16","South America","Argentina",45605823,0,0.0
"2021-01-17","South America","Argentina",45605823,0,0.0
"2021-01-18","South America","Argentina",45605823,0,0.0
"2021-01-19","South America","Argentina",45605823,0,0.0
"2021-01-20","South America","Argentina",45605823,0,0.0
"2021-01-21","South America","Argentina",45605823,5833,5833.0
"2021-01-22","South America","Argentina",45605823,5458,11291.0
"2021-01-23","South America","Argentina",45605823,5112,16403.0
"2021-01-24","South America","Argentina",45605823,4124,20527.0
"2021-01-25","South America","Argentina",45605823,3317,23844.0
"2021-01-26","South America","Argentina",45605823,3905,27749.0
"2021-01-27","South America","Argentina",45605823,4112,31861.0
"2021-01-28","South America","Argentina",45605823,3882,35743.0
"2021-01-29","South America","Argentina",45605823,3428,39171.0
"2021-01-30","South America","Argentina",45605823,3164,42335.0
"2021-01-31","South America","Argentina",45605823,3038,45373.0
"2021-02-01","South America","Argentina",45605823,3065,48438.0
"2021-02-02","South America","Argentina",45605823,2274,50712.0
"2021-02-03","South America","Argentina",45605823,1696,52408.0
"2021-02-04","South America","Argentina",45605823,3024,55432.0
"2021-02-05","South America","Argentina",45605823,3451,58883.0
"2021-02-06","South America","Argentina",45605823,3783,62666.0
"2021-02-07","South America","Argentina",45605823,5431,68097.0
"2021-02-08","South America","Argentina",45605823,5820,73917.0
"2021-02-09","South America","Argentina",45605823,5727,79644.0
"2021-02-10","South America","Argentina",45605823,7654,87298.0
"2021-02-11","South America","Argentina",45605823,9276,96574.0
"2021-02-12","South America","Argentina",45605823,9345,105919.0
"2021-02-13","South America","Argentina",45605823,9161,115080.0
"2021-02-14","South America","Argentina",45605823,7544,122624.0
"2021-02-15","South America","Argentina",45605823,7123,129747.0
"2021-02-16","South America","Argentina",45605823,7183,136930.0
"2021-02-17","South America","Argentina",45605823,5176,142106.0
"2021-02-18","South America","Argentina",45605823,4250,146356.0
"2021-02-19","South America","Argentina",45605823,6705,153061.0
"2021-02-20","South America","Argentina",45605823,10569,163630.0
"2021-02-21","South America","Argentina",45605823,12115,175745.0
"2021-02-22","South America","Argentina",45605823,12377,188122.0
"2021-02-23","South America","Argentina",45605823,15491,203613.0
"2021-02-24","South America","Argentina",45605823,19913,223526.0
"2021-02-25","South America","Argentina",45605823,23776,247302.0
"2021-02-26","South America","Argentina",45605823,29382,276684.0
"2021-02-27","South America","Argentina",45605823,35551,312235.0
"2021-02-28","South America","Argentina",45605823,39235,351470.0
"2021-03-01","South America","Argentina",45605823,42341,393811.0
"2021-03-02","South America","Argentina",45605823,48822,442633.0
"2021-03-03","South America","Argentina",45605823,51646,494279.0
"2021-03-04","South America","Argentina",45605823,54695,548974.0
"2021-03-05","South America","Argentina",45605823,58553,607527.0
"2021-03-06","South America","Argentina",45605823,58888,666415.0
"2021-03-07","South America","Argentina",45605823,64472,730887.0
"2021-03-08","South America","Argentina",45605823,63969,794856.0
"2021-03-09","South America","Argentina",45605823,68334,863190.0
"2021-03-10","South America","Argentina",45605823,78581,941771.0
"2021-03-11","South America","Argentina",45605823,88980,1030751.0
"2021-03-12","South America","Argentina",45605823,98434,1129185.0
"2021-03-13","South America","Argentina",45605823,109918,1239103.0
"2021-03-14","South America","Argentina",45605823,107117,1346220.0
"2021-03-15","South America","Argentina",45605823,107126,1453346.0
"2021-03-16","South America","Argentina",45605823,108963,1562309.0
"2021-03-17","South America","Argentina",45605823,106447,1668756.0
"2021-03-18","South America","Argentina",45605823,103528,1772284.0
"2021-03-19","South America","Argentina",45605823,94759,1867043.0
"2021-03-20","South America","Argentina",45605823,85188,1952231.0
"2021-03-21","South America","Argentina",45605823,83112,2035343.0
"2021-03-22","South America","Argentina",45605823,83167,2118510.0
"2021-03-23","South America","Argentina",45605823,79174,2197684.0
"2021-03-24","South America","Argentina",45605823,74905,2272589.0
"2021-03-25","South America","Argentina",45605823,63002,2335591.0
"2021-03-26","South America","Argentina",45605823,63069,2398660.0
"2021-03-27","South America","Argentina",45605823,62358,2461018.0
"2021-03-28","South America","Argentina",45605823,63623,2524641.0
"2021-03-29","South America","Argentina",45605823,63590,2588231.0
"2021-03-30","South America","Argentina",45605823,64983,2653214.0
"2021-03-31","South America","Argentina",45605823,74298,2727512.0
"2021-04-01","South America","Argentina",45605823,87452,2814964.0
"2021-04-02","South America","Argentina",45605823,87991,2902955.0
"2021-04-03","South America","Argentina",45605823,83742,2986697.0
"2021-04-04","South America","Argentina",45605823,84332,3071029.0
"2021-04-05","South America","Argentina",45605823,85177,3156206.0
"2021-04-06","South America","Argentina",45605823,91197,3247403.0
"2021-04-07","South America","Argentina",45605823,93742,3341145.0
"2021-04-08","South America","Argentina",45605823,103104,3444249.0
"2021-04-09","South America","Argentina",45605823,114954,3559203.0
"2021-04-10","South America","Argentina",45605823,140546,3699749.0
"2021-04-11","South America","Argentina",45605823,148037,3847786.0
"2021-04-12","South America","Argentina",45605823,154952,4002738.0
"2021-04-13","South America","Argentina",45605823,160605,4163343.0
"2021-04-14","South America","Argentina",45605823,160848,4324191.0
"2021-04-15","South America","Argentina",45605823,157027,4481218.0
"2021-04-16","South America","Argentina",45605823,151520,4632738.0
